OrderID;CustomerID;EmployeeID;OrderDate;RequiredDate;ShippedDate;ShipVia;Freight;ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry
10396;BLONP;3;27/12/1996 00:00:00;10/01/1997 00:00:00;06/01/1997 00:00:00;3;135,3500;Frankenversand;Berliner Platz 43;München;;80805;Germany
10397;BLONP;3;27/12/1996 00:00:00;24/01/1997 00:00:00;02/01/1997 00:00:00;1;60,2600;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
10398;BLONP;3;30/12/1996 00:00:00;27/01/1997 00:00:00;09/01/1997 00:00:00;3;89,1600;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10399;BLONP;3;31/12/1996 00:00:00;14/01/1997 00:00:00;08/01/1997 00:00:00;3;27,3600;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
10400;BLONP;3;01/01/1997 00:00:00;29/01/1997 00:00:00;16/01/1997 00:00:00;3;83,9300;Eastern Connection;35 King George;London;;WX3 6FW;UK
10401;PICCO;3;01/01/1997 00:00:00;29/01/1997 00:00:00;10/01/1997 00:00:00;1;12,5100;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10402;BLONP;3;02/01/1997 00:00:00;13/02/1997 00:00:00;10/01/1997 00:00:00;2;67,8800;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10403;BLONP;3;03/01/1997 00:00:00;31/01/1997 00:00:00;09/01/1997 00:00:00;3;73,7900;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10404;BLONP;3;03/01/1997 00:00:00;31/01/1997 00:00:00;08/01/1997 00:00:00;1;155,9700;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy
10405;BLONP;3;06/01/1997 00:00:00;03/02/1997 00:00:00;22/01/1997 00:00:00;1;34,8200;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10406;DRACD;3;07/01/1997 00:00:00;18/02/1997 00:00:00;13/01/1997 00:00:00;1;108,0400;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
10407;BLONP;3;07/01/1997 00:00:00;04/02/1997 00:00:00;30/01/1997 00:00:00;2;91,4800;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
10408;BLONP;3;08/01/1997 00:00:00;05/02/1997 00:00:00;14/01/1997 00:00:00;1;11,2600;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;France
10409;BLONP;3;09/01/1997 00:00:00;06/02/1997 00:00:00;14/01/1997 00:00:00;1;29,8300;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;;1010;Argentina
10410;BLONP;1;10/01/1997 00:00:00;07/02/1997 00:00:00;15/01/1997 00:00:00;3;2,4000;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10411;BLONP;3;10/01/1997 00:00:00;07/02/1997 00:00:00;21/01/1997 00:00:00;3;23,6500;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10412;BLONP;1;13/01/1997 00:00:00;10/02/1997 00:00:00;15/01/1997 00:00:00;2;3,7700;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10413;BLONP;3;14/01/1997 00:00:00;11/02/1997 00:00:00;16/01/1997 00:00:00;2;95,6600;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10414;DRACD;3;14/01/1997 00:00:00;11/02/1997 00:00:00;17/01/1997 00:00:00;3;21,4800;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
10415;ANTON;1;15/01/1997 00:00:00;12/02/1997 00:00:00;24/01/1997 00:00:00;1;0,2000;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
10416;BLONP;3;16/01/1997 00:00:00;13/02/1997 00:00:00;27/01/1997 00:00:00;3;22,7200;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10417;BLONP;3;16/01/1997 00:00:00;13/02/1997 00:00:00;28/01/1997 00:00:00;3;70,2900;Simons bistro;Vinbæltet 34;Kobenhavn;;1734;Denmark
10418;FISSA;3;17/01/1997 00:00:00;14/02/1997 00:00:00;24/01/1997 00:00:00;1;17,5500;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10419;BLONP;3;20/01/1997 00:00:00;17/02/1997 00:00:00;30/01/1997 00:00:00;2;137,3500;Richter Supermarkt;Starenweg 5;Genève;;1204;Switzerland
10420;DRACD;3;21/01/1997 00:00:00;18/02/1997 00:00:00;27/01/1997 00:00:00;1;44,1200;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
10421;DRACD;3;21/01/1997 00:00:00;04/03/1997 00:00:00;27/01/1997 00:00:00;1;99,2300;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
10422;BLONP;1;22/01/1997 00:00:00;19/02/1997 00:00:00;31/01/1997 00:00:00;1;3,0200;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Italy
10423;DRACD;3;23/01/1997 00:00:00;06/02/1997 00:00:00;24/02/1997 00:00:00;3;24,5000;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
10424;DRACD;3;23/01/1997 00:00:00;20/02/1997 00:00:00;27/01/1997 00:00:00;2;370,6100;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10425;BLONP;1;24/01/1997 00:00:00;21/02/1997 00:00:00;14/02/1997 00:00:00;2;7,9300;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10426;BLONP;3;27/01/1997 00:00:00;24/02/1997 00:00:00;06/02/1997 00:00:00;1;18,6900;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;Spain
10427;BLONP;3;27/01/1997 00:00:00;24/02/1997 00:00:00;03/03/1997 00:00:00;2;31,2900;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10428;BLONP;3;28/01/1997 00:00:00;25/02/1997 00:00:00;04/02/1997 00:00:00;1;11,0900;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10429;FISSA;3;29/01/1997 00:00:00;12/03/1997 00:00:00;07/02/1997 00:00:00;2;56,6300;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10430;BLONP;3;30/01/1997 00:00:00;13/02/1997 00:00:00;03/02/1997 00:00:00;1;458,7800;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10431;BLONP;3;30/01/1997 00:00:00;13/02/1997 00:00:00;07/02/1997 00:00:00;2;44,1700;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10432;BLONP;1;31/01/1997 00:00:00;14/02/1997 00:00:00;07/02/1997 00:00:00;2;4,3400;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
10433;BLONP;3;03/02/1997 00:00:00;03/03/1997 00:00:00;04/03/1997 00:00:00;3;73,8300;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
10434;BLONP;3;03/02/1997 00:00:00;03/03/1997 00:00:00;13/02/1997 00:00:00;2;17,9200;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
10435;BLONP;1;04/02/1997 00:00:00;18/03/1997 00:00:00;07/02/1997 00:00:00;2;9,2100;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;;WX1 6LT;UK
10436;BLONP;3;05/02/1997 00:00:00;05/03/1997 00:00:00;11/02/1997 00:00:00;2;156,6600;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10437;BLONP;3;05/02/1997 00:00:00;05/03/1997 00:00:00;12/02/1997 00:00:00;1;19,9700;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10438;BLONP;1;06/02/1997 00:00:00;06/03/1997 00:00:00;14/02/1997 00:00:00;2;8,2400;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
10439;DRACD;1;07/02/1997 00:00:00;07/03/1997 00:00:00;10/02/1997 00:00:00;3;4,0700;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10440;BLONP;3;10/02/1997 00:00:00;10/03/1997 00:00:00;28/02/1997 00:00:00;2;86,5300;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10441;PICCO;3;10/02/1997 00:00:00;24/03/1997 00:00:00;14/03/1997 00:00:00;2;73,0200;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
10442;BLONP;3;11/02/1997 00:00:00;11/03/1997 00:00:00;18/02/1997 00:00:00;2;47,9400;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10443;BLONP;3;12/02/1997 00:00:00;12/03/1997 00:00:00;14/02/1997 00:00:00;1;13,9500;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10444;BLONP;1;12/02/1997 00:00:00;12/03/1997 00:00:00;21/02/1997 00:00:00;3;3,5000;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10445;BLONP;1;13/02/1997 00:00:00;13/03/1997 00:00:00;20/02/1997 00:00:00;1;9,3000;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10446;BLONP;3;14/02/1997 00:00:00;14/03/1997 00:00:00;19/02/1997 00:00:00;1;14,6800;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
10447;DRACD;3;14/02/1997 00:00:00;14/03/1997 00:00:00;07/03/1997 00:00:00;2;68,6600;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10448;BLONP;3;17/02/1997 00:00:00;17/03/1997 00:00:00;24/02/1997 00:00:00;2;38,8200;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
10449;BLONP;3;18/02/1997 00:00:00;18/03/1997 00:00:00;27/02/1997 00:00:00;2;53,3000;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10450;BLONP;1;19/02/1997 00:00:00;19/03/1997 00:00:00;11/03/1997 00:00:00;2;7,2300;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
10451;FISSA;3;19/02/1997 00:00:00;05/03/1997 00:00:00;12/03/1997 00:00:00;3;189,0900;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10452;BLONP;3;20/02/1997 00:00:00;20/03/1997 00:00:00;26/02/1997 00:00:00;1;140,2600;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10453;BLONP;3;21/02/1997 00:00:00;21/03/1997 00:00:00;26/02/1997 00:00:00;2;25,3600;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
10454;BLONP;1;21/02/1997 00:00:00;21/03/1997 00:00:00;25/02/1997 00:00:00;3;2,7400;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10455;BLONP;3;24/02/1997 00:00:00;07/04/1997 00:00:00;03/03/1997 00:00:00;2;180,4500;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10456;BLONP;1;25/02/1997 00:00:00;08/04/1997 00:00:00;28/02/1997 00:00:00;2;8,1200;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10457;BLONP;3;25/02/1997 00:00:00;25/03/1997 00:00:00;03/03/1997 00:00:00;1;11,5700;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10458;BLONP;3;26/02/1997 00:00:00;26/03/1997 00:00:00;04/03/1997 00:00:00;3;147,0600;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
10459;BLONP;3;27/02/1997 00:00:00;27/03/1997 00:00:00;28/02/1997 00:00:00;2;25,0900;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
10460;BLONP;3;28/02/1997 00:00:00;28/03/1997 00:00:00;03/03/1997 00:00:00;1;16,2700;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
10461;BLONP;3;28/02/1997 00:00:00;28/03/1997 00:00:00;05/03/1997 00:00:00;3;148,6100;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10462;BLONP;1;03/03/1997 00:00:00;31/03/1997 00:00:00;18/03/1997 00:00:00;1;6,1700;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;;WX1 6LT;UK
10463;BLONP;3;04/03/1997 00:00:00;01/04/1997 00:00:00;06/03/1997 00:00:00;3;14,7800;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
10464;BLONP;3;04/03/1997 00:00:00;01/04/1997 00:00:00;14/03/1997 00:00:00;2;89,0000;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10465;BLONP;3;05/03/1997 00:00:00;02/04/1997 00:00:00;14/03/1997 00:00:00;3;145,0400;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
10466;DRACD;3;06/03/1997 00:00:00;03/04/1997 00:00:00;13/03/1997 00:00:00;1;11,9300;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;05432-043;Brazil
10467;BLONP;1;06/03/1997 00:00:00;03/04/1997 00:00:00;11/03/1997 00:00:00;2;4,9300;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy
10468;BLONP;3;07/03/1997 00:00:00;04/04/1997 00:00:00;12/03/1997 00:00:00;3;44,1200;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10469;FISSA;3;10/03/1997 00:00:00;07/04/1997 00:00:00;14/03/1997 00:00:00;1;60,1800;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10470;BLONP;3;11/03/1997 00:00:00;08/04/1997 00:00:00;14/03/1997 00:00:00;2;64,5600;Bon app';12, rue des Bouchers;Marseille;;13008;France
10471;BLONP;3;11/03/1997 00:00:00;08/04/1997 00:00:00;18/03/1997 00:00:00;3;45,5900;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10472;BLONP;1;12/03/1997 00:00:00;09/04/1997 00:00:00;19/03/1997 00:00:00;1;4,2000;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
10473;BLONP;3;13/03/1997 00:00:00;27/03/1997 00:00:00;21/03/1997 00:00:00;3;16,3700;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
10474;BLONP;3;13/03/1997 00:00:00;10/04/1997 00:00:00;21/03/1997 00:00:00;2;83,4900;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;05033;Mexico
10475;BLONP;3;14/03/1997 00:00:00;11/04/1997 00:00:00;04/04/1997 00:00:00;1;68,5200;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
10476;BLONP;1;17/03/1997 00:00:00;14/04/1997 00:00:00;24/03/1997 00:00:00;3;4,4100;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10477;BLONP;3;17/03/1997 00:00:00;14/04/1997 00:00:00;25/03/1997 00:00:00;2;13,0200;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
10478;BLONP;1;18/03/1997 00:00:00;01/04/1997 00:00:00;26/03/1997 00:00:00;3;4,8100;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
10479;PICCO;3;19/03/1997 00:00:00;16/04/1997 00:00:00;21/03/1997 00:00:00;3;708,9500;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10480;BLONP;1;20/03/1997 00:00:00;17/04/1997 00:00:00;24/03/1997 00:00:00;2;1,3500;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;France
10481;DRACD;3;20/03/1997 00:00:00;17/04/1997 00:00:00;25/03/1997 00:00:00;2;64,3300;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10482;BLONP;1;21/03/1997 00:00:00;18/04/1997 00:00:00;10/04/1997 00:00:00;3;7,4800;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;USA
10483;FISSA;3;24/03/1997 00:00:00;21/04/1997 00:00:00;25/04/1997 00:00:00;2;15,2800;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10484;BLONP;1;24/03/1997 00:00:00;21/04/1997 00:00:00;01/04/1997 00:00:00;3;6,8800;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10485;BLONP;3;25/03/1997 00:00:00;08/04/1997 00:00:00;31/03/1997 00:00:00;2;64,4500;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10486;BLONP;3;26/03/1997 00:00:00;23/04/1997 00:00:00;02/04/1997 00:00:00;2;30,5300;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10487;DRACD;3;26/03/1997 00:00:00;23/04/1997 00:00:00;28/03/1997 00:00:00;2;71,0700;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
10488;BLONP;1;27/03/1997 00:00:00;24/04/1997 00:00:00;02/04/1997 00:00:00;2;4,9300;Frankenversand;Berliner Platz 43;München;;80805;Germany
10489;BLONP;1;28/03/1997 00:00:00;25/04/1997 00:00:00;09/04/1997 00:00:00;2;5,2900;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10490;BLONP;3;31/03/1997 00:00:00;28/04/1997 00:00:00;03/04/1997 00:00:00;2;210,1900;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10491;BLONP;3;31/03/1997 00:00:00;28/04/1997 00:00:00;08/04/1997 00:00:00;3;16,9600;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10492;BLONP;3;01/04/1997 00:00:00;29/04/1997 00:00:00;11/04/1997 00:00:00;1;62,8900;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10493;FISSA;1;02/04/1997 00:00:00;30/04/1997 00:00:00;10/04/1997 00:00:00;3;10,6400;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10494;DRACD;3;02/04/1997 00:00:00;30/04/1997 00:00:00;09/04/1997 00:00:00;2;65,9900;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;05432-043;Brazil
10495;BLONP;1;03/04/1997 00:00:00;01/05/1997 00:00:00;11/04/1997 00:00:00;3;4,6500;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canada
10496;DRACD;3;04/04/1997 00:00:00;02/05/1997 00:00:00;07/04/1997 00:00:00;2;46,7700;Tradiçao Hipermercados;Av. Inês de Castro, 414;Sao Paulo;SP;05634-030;Brazil
10497;BLONP;3;04/04/1997 00:00:00;02/05/1997 00:00:00;07/04/1997 00:00:00;1;36,2100;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10498;BLONP;3;07/04/1997 00:00:00;05/05/1997 00:00:00;11/04/1997 00:00:00;2;29,7500;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10499;BLONP;3;08/04/1997 00:00:00;06/05/1997 00:00:00;16/04/1997 00:00:00;2;102,0200;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10500;FISSA;3;09/04/1997 00:00:00;07/05/1997 00:00:00;17/04/1997 00:00:00;1;42,6800;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10501;BLONP;1;09/04/1997 00:00:00;07/05/1997 00:00:00;16/04/1997 00:00:00;3;8,8500;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
10502;BLONP;3;10/04/1997 00:00:00;08/05/1997 00:00:00;29/04/1997 00:00:00;1;69,3200;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;05033;Mexico
10503;FISSA;3;11/04/1997 00:00:00;09/05/1997 00:00:00;16/04/1997 00:00:00;2;16,7400;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10504;BLONP;3;11/04/1997 00:00:00;09/05/1997 00:00:00;18/04/1997 00:00:00;3;59,1300;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10505;DRACD;1;14/04/1997 00:00:00;12/05/1997 00:00:00;21/04/1997 00:00:00;3;7,1300;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10506;BLONP;3;15/04/1997 00:00:00;13/05/1997 00:00:00;02/05/1997 00:00:00;2;21,1900;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10507;BLONP;3;15/04/1997 00:00:00;13/05/1997 00:00:00;22/04/1997 00:00:00;1;47,4500;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;Mexico
10508;BLONP;1;16/04/1997 00:00:00;14/05/1997 00:00:00;13/05/1997 00:00:00;2;4,9900;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
10509;ANTON;1;17/04/1997 00:00:00;15/05/1997 00:00:00;29/04/1997 00:00:00;1;0,1500;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
10510;BLONP;3;18/04/1997 00:00:00;16/05/1997 00:00:00;28/04/1997 00:00:00;3;367,6300;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10511;BLONP;3;18/04/1997 00:00:00;16/05/1997 00:00:00;21/04/1997 00:00:00;3;350,6400;Bon app';12, rue des Bouchers;Marseille;;13008;France
10512;DRACD;1;21/04/1997 00:00:00;19/05/1997 00:00:00;24/04/1997 00:00:00;2;3,5300;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
10513;BLONP;3;22/04/1997 00:00:00;03/06/1997 00:00:00;28/04/1997 00:00:00;1;105,6500;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10514;BLONP;3;22/04/1997 00:00:00;20/05/1997 00:00:00;16/05/1997 00:00:00;2;789,9500;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10515;BLONP;3;23/04/1997 00:00:00;07/05/1997 00:00:00;23/05/1997 00:00:00;1;204,4700;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10516;FISSA;3;24/04/1997 00:00:00;22/05/1997 00:00:00;01/05/1997 00:00:00;3;62,7800;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10517;BLONP;3;24/04/1997 00:00:00;22/05/1997 00:00:00;29/04/1997 00:00:00;3;32,0700;North/South;South House 300 Queensbridge;London;;SW7 1RZ;UK
10518;BLONP;3;25/04/1997 00:00:00;09/05/1997 00:00:00;05/05/1997 00:00:00;2;218,1500;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;05033;Mexico
10519;BLONP;3;28/04/1997 00:00:00;26/05/1997 00:00:00;01/05/1997 00:00:00;3;91,7600;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Switzerland
10520;BLONP;3;29/04/1997 00:00:00;27/05/1997 00:00:00;01/05/1997 00:00:00;1;13,3700;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Norway
10521;BLONP;3;29/04/1997 00:00:00;27/05/1997 00:00:00;02/05/1997 00:00:00;2;17,2200;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
10522;BLONP;3;30/04/1997 00:00:00;28/05/1997 00:00:00;06/05/1997 00:00:00;1;45,3300;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10523;BLONP;3;01/05/1997 00:00:00;29/05/1997 00:00:00;30/05/1997 00:00:00;2;77,6300;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
10524;BLONP;3;01/05/1997 00:00:00;29/05/1997 00:00:00;07/05/1997 00:00:00;2;244,7900;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10525;BLONP;3;02/05/1997 00:00:00;30/05/1997 00:00:00;23/05/1997 00:00:00;2;11,0600;Bon app';12, rue des Bouchers;Marseille;;13008;France
10526;BLONP;3;05/05/1997 00:00:00;02/06/1997 00:00:00;15/05/1997 00:00:00;2;58,5900;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10527;BLONP;3;05/05/1997 00:00:00;02/06/1997 00:00:00;07/05/1997 00:00:00;1;41,9000;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10528;BLONP;1;06/05/1997 00:00:00;20/05/1997 00:00:00;09/05/1997 00:00:00;2;3,3500;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10529;BLONP;3;07/05/1997 00:00:00;04/06/1997 00:00:00;09/05/1997 00:00:00;2;66,6900;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium
10530;BLONP;3;08/05/1997 00:00:00;05/06/1997 00:00:00;12/05/1997 00:00:00;2;339,2200;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10531;BLONP;1;08/05/1997 00:00:00;05/06/1997 00:00:00;19/05/1997 00:00:00;1;8,1200;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;;1010;Argentina
10532;BLONP;3;09/05/1997 00:00:00;06/06/1997 00:00:00;12/05/1997 00:00:00;3;74,4600;Eastern Connection;35 King George;London;;WX3 6FW;UK
10533;BLONP;3;12/05/1997 00:00:00;09/06/1997 00:00:00;22/05/1997 00:00:00;1;188,0400;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
10534;BLONP;3;12/05/1997 00:00:00;09/06/1997 00:00:00;14/05/1997 00:00:00;2;27,9400;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10535;BLONP;3;13/05/1997 00:00:00;10/06/1997 00:00:00;21/05/1997 00:00:00;1;15,6400;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;Mexico
10536;BLONP;3;14/05/1997 00:00:00;11/06/1997 00:00:00;06/06/1997 00:00:00;2;58,8800;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10537;BLONP;3;14/05/1997 00:00:00;28/05/1997 00:00:00;19/05/1997 00:00:00;1;78,8500;Richter Supermarkt;Starenweg 5;Genève;;1204;Switzerland
10538;BLONP;1;15/05/1997 00:00:00;12/06/1997 00:00:00;16/05/1997 00:00:00;3;4,8700;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10539;BLONP;3;16/05/1997 00:00:00;13/06/1997 00:00:00;23/05/1997 00:00:00;3;12,3600;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10540;BLONP;3;19/05/1997 00:00:00;16/06/1997 00:00:00;13/06/1997 00:00:00;3;1007,6400;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10541;DRACD;3;19/05/1997 00:00:00;16/06/1997 00:00:00;29/05/1997 00:00:00;1;68,6500;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
10542;BLONP;1;20/05/1997 00:00:00;17/06/1997 00:00:00;26/05/1997 00:00:00;3;10,9500;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
